RK,Symbol,Date,N1_Prev_Close,N1_Open_Price,N1_High_Price,N1_Low_Price,N1_Last_Price,N1_Close_Price,N1_Average_Price,N1_Total_Traded_Quantity,N1_Turnover,N1_No_of_Trades,N1_Deliverable_Qty,N1_Dly_Qt_to_Traded_Qty,N2_Prev_Close,N2_Open_Price,N2_High_Price,N2_Low_Price,N2_Last_Price,N2_Close_Price,N2_Average_Price,N2_Total_Traded_Quantity,N2_Turnover,N2_No_of_Trades,N2_Deliverable_Qty,N2_Dly_Qt_to_Traded_Qty,N3_Prev_Close,N3_Open_Price,N3_High_Price,N3_Low_Price,N3_Last_Price,N3_Close_Price,N3_Average_Price,N3_Total_Traded_Quantity,N3_Turnover,N3_No_of_Trades,N3_Deliverable_Qty,N3_Dly_Qt_to_Traded_Qty,N4_Prev_Close,N4_Open_Price,N4_High_Price,N4_Low_Price,N4_Last_Price,N4_Close_Price,N4_Average_Price,N4_Total_Traded_Quantity,N4_Turnover,N4_No_of_Trades,N4_Deliverable_Qty,N4_Dly_Qt_to_Traded_Qty,N5_Prev_Close,N5_Open_Price,N5_High_Price,N5_Low_Price,N5_Last_Price,N5_Close_Price,N5_Average_Price,N5_Total_Traded_Quantity,N5_Turnover,N5_No_of_Trades,N5_Deliverable_Qty,N5_Dly_Qt_to_Traded_Qty,Max_N1toN5,Min_N1toN5,Max_Next_N1toN5,Min_Next_N1toN5,Next_N5_Close_Price,drv_diff%_nextweeklymax_minus_n5close,drv_diff%_Min_N1toN5_Min_NextN1toN5,drv_diff%_Max_N1toN5_Max_NextN1toN5,target_5percent_weekly_from_N5close,target_10percent_weekly_from_N5close,drv_Date_as_Interger,drv_diff%_N1_Prev_Close_N1_Open,drv_diff%_N1_Prev_Close_N1_High,drv_diff%_N1_Prev_Close_N1_Low,drv_diff%_N1_Prev_Close_N1_Last,drv_diff%_N1_Prev_Close_N1_Close,drv_diff%_N1_Prev_Close_N1_Avg,drv_diff%_N1_N2_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover,drv_diff%_N1_N2_No_of_Trades,drv_diff%_N2_Prev_Close_N2_Open,drv_diff%_N2_Prev_Close_N2_High,drv_diff%_N2_Prev_Close_N2_Low,drv_diff%_N2_Prev_Close_N2_Last,drv_diff%_N2_Prev_Close_N2_Close,drv_diff%_N2_Prev_Close_N2Avg,drv_diff%_N2_N3_Total_Traded_Quantity,drv_diff%_N2_N3_Turnover,drv_diff%_N2_N3_No_of_Trades,drv_diff%_N3_Prev_Close_N3_Open,drv_diff%_N3_Prev_Close_N3_High,drv_diff%_N3_Prev_Close_N3_Low,drv_diff%_N3_Prev_Close_N3_Last,drv_diff%_N3_Prev_Close_N3_Close,drv_diff%_N3_Prev_Close_N3_Avg,drv_diff%_N3_N4_Total_Traded_Quantity,drv_diff%_N3_N4_Turnover,drv_diff%_N3_N4_No_of_Trades,drv_diff%_N4_Prev_Close_N4_Open,drv_diff%_N4_Prev_Close_N4_High,drv_diff%_N4_Prev_Close_N4_Low,drv_diff%_N4_Prev_Close_N4_Last,drv_diff%_N4_Prev_Close_N4_Close,drv_diff%_N4_Prev_Close_N4_Avg,drv_diff%_N4_N5_Total_Traded_Quantity,drv_diff%_N4_N5_Turnover,drv_diff%_N4_N5_No_of_Trades,drv_diff%_N5_Prev_Close_N5_Open,drv_diff%_N5_Prev_Close_N5_High,drv_diff%_N5_Prev_Close_N5_Low,drv_diff%_N5_Prev_Close_N5_Last,drv_diff%_N5_Prev_Close_N5_Close,drv_diff%_N5_Prev_Close_N5_Avg,drv_diff%_N1_N2_Deliverable_Qty,drv_diff%_N2_N3_Deliverable_Qty,drv_diff%_N3_N4_Deliverable_Qty,drv_diff%_N4_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty,drv_diff%_N2_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N3_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N4_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Prev_Close,drv_diff%_N1_N3_Prev_Close,drv_diff%_N1_N4_Prev_Close,drv_diff%_N1_N5_Prev_Close,drv_diff%_N1_N2_Open_Price,drv_diff%_N1_N3_Open_Price,drv_diff%_N1_N4_Open_Price,drv_diff%_N1_N5_Open_Price,drv_diff%_N1_N2_High_Price,drv_diff%_N1_N3_High_Price,drv_diff%_N1_N4_High_Price,drv_diff%_N1_N5_High_Price,drv_diff%_N1_N2_Low_Price,drv_diff%_N1_N3_Low_Price,drv_diff%_N1_N4_Low_Price,drv_diff%_N1_N5_Low_Price,drv_diff%_N1_N2_Last_Price,drv_diff%_N1_N3_Last_Price,drv_diff%_N1_N4_Last_Price,drv_diff%_N1_N5_Last_Price,drv_diff%_N1_N2_Close_Price,drv_diff%_N1_N3_Close_Price,drv_diff%_N1_N4_Close_Price,drv_diff%_N1_N5_Close_Price,drv_diff%_N1_N2_Average_Price,drv_diff%_N1_N3_Average_Price,drv_diff%_N1_N4_Average_Price,drv_diff%_N1_N5_Average_Price,drv_diff%_N1_N2_Total_Traded_Quantity_1,drv_diff%_N1_N3_Total_Traded_Quantity,drv_diff%_N1_N4_Total_Traded_Quantity,drv_diff%_N1_N5_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover_1,drv_diff%_N1_N3_Turnover,drv_diff%_N1_N4_Turnover,drv_diff%_N1_N5_Turnover,drv_diff%_N1_N2_No_of_Trades_1,drv_diff%_N1_N3_No_of_Trades,drv_diff%_N1_N4_No_of_Trades,drv_diff%_N1_N5_No_of_Trades,drv_diff%_N1_N2_Deliverable_Qty_1,drv_diff%_N1_N3_Deliverable_Qty,drv_diff%_N1_N4_Deliverable_Qty,drv_diff%_N1_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty_1,drv_diff%_N1_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Close_Price_1,drv_diff%_N2_N3_Close_Price,drv_diff%_N3_N4_Close_Price,drv_diff%_N4_N5_Close_Price,drv_Gain,drv_Loss,drv_Avg_Gain,drv_Avg_Loss,RS,RSI,SO
3,AMBUJACEM,15-01-2020,209.3,209,212.9,206.65,212.7,212.05,209.96,3359831,705420611.7,20657,1646501,49.01,212.05,213.5,214.4,209.1,209.2,209.75,210.86,3126006,659136160.6,23505,1207679,38.63,209.75,209.65,212.4,208.6,210.45,210.4,210.78,1968147,414853699,11442,948920,48.21,210.4,211.4,211.75,206.65,207.35,207.05,208.4,1743715,363396232.9,9487,711408,40.8,207.05,206,209.9,205.7,207.85,207.6,208.04,3142796,653827781,19722,1122977,35.73,214.4,205.7,220.25,207.6,216.15,0.06,-0.01,-0.03,1,0,20200115,0,-0.02,0.01,-0.02,-0.01,0,0.07,0.07,-0.14,-0.01,-0.01,0.01,0.01,0.01,0.01,0.37,0.37,0.51,0,-0.01,0.01,0,0,0,0.11,0.12,0.17,0,-0.01,0.02,0.01,0.02,0.01,-0.8,-0.8,-1.08,0.01,-0.01,0.01,0,0,0,0.27,0.21,0.25,-0.58,0.21,-0.25,0.15,0.12,-0.01,0,-0.01,0.01,-0.02,0,-0.01,0.01,-0.01,0,0.01,0.01,-0.01,-0.01,0,0,0.02,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0,0,0.01,0.01,0.07,0.41,0.48,0.06,0.07,0.41,0.48,0.07,-0.14,0.45,0.54,0.05,0.27,0.42,0.57,0.32,0.21,0.02,0.17,0.27,-0.0108,0.0031,-0.0159,0.0027,0.0158,-0.0159,0.00316,-0.00318,0.99,49.75,21.84
4,AMBUJACEM,22-01-2020,207.6,208.9,212.2,208.3,210,210.35,210.92,3780055,797303494.3,29406,1918464,50.75,210.35,210,214.95,209.45,213.65,213.65,212.48,4656562,989408727.4,29130,2209011,47.44,213.65,214.1,216.9,212.6,215.5,215.95,215.13,3540793,761726955.7,32606,1413754,39.93,215.95,214.6,218.9,214.3,215,215.55,216.29,2903622,628018708.6,32711,1002748,34.53,215.55,215.8,220.25,214.05,216.15,216.15,218.02,5093967,1110589101,70614,2056554,40.37,220.25,207.6,218.25,194,200.75,0.01,0.07,0.01,0,0,20200122,-0.01,-0.02,0,-0.01,-0.01,-0.02,-0.23,-0.24,0.01,0,-0.02,0,-0.02,-0.02,-0.01,0.24,0.23,-0.12,0,-0.02,0,-0.01,-0.01,-0.01,0.18,0.18,0,0.01,-0.01,0.01,0,0,0,-0.75,-0.77,-1.16,0,-0.02,0.01,0,0,-0.01,-0.15,0.36,0.29,-1.05,0.07,0.16,0.14,-0.17,-0.01,-0.03,-0.04,-0.04,-0.01,-0.02,-0.03,-0.03,-0.01,-0.02,-0.03,-0.04,-0.01,-0.02,-0.03,-0.03,-0.02,-0.03,-0.02,-0.03,-0.02,-0.03,-0.02,-0.03,-0.01,-0.02,-0.03,-0.03,-0.23,0.06,0.23,-0.35,-0.24,0.04,0.21,-0.39,0.01,-0.11,-0.11,-1.4,-0.15,0.26,0.48,-0.07,0.07,0.21,0.32,0.2,0.0157,0.0108,-0.0019,0.0028,0.0136,-0.0219,0.00272,-0.00438,0.62,38.27,67.59
5,AMBUJACEM,29-01-2020,216.15,216.75,218.25,213.25,214.4,214.05,216.38,3410299,737933889.6,18535,1878931,55.1,214.05,214.15,214.2,208.7,209.75,209.9,211.12,2971434,627336082.8,21919,1708380,57.49,209.9,210.55,211.75,203.5,205,204.5,206.75,2906515,600930525.5,21962,1483624,51.04,204.5,204.1,207.75,194,195.35,195.35,199.88,3301796,659967698.4,25845,1041198,31.53,195.35,196.05,202.45,196.05,201.15,200.75,199.94,4031740,806120847.9,30424,1565010,38.82,218.25,194,212,200.75,207.1,0.05,-0.03,0.03,1,0,20200129,0,-0.01,0.01,0.01,0.01,0,0.13,0.15,-0.18,0,0,0.02,0.02,0.02,0.01,0.02,0.04,0,0,-0.01,0.03,0.02,0.03,0.02,-0.14,-0.1,-0.18,0,-0.02,0.05,0.04,0.04,0.02,-0.22,-0.22,-0.18,0,-0.04,0,-0.03,-0.03,-0.02,0.09,0.13,0.3,-0.5,-0.04,0.11,0.38,-0.23,0.01,0.03,0.05,0.1,0.01,0.03,0.06,0.1,0.02,0.03,0.05,0.07,0.02,0.05,0.09,0.08,0.02,0.04,0.09,0.06,0.02,0.04,0.09,0.06,0.02,0.04,0.08,0.08,0.13,0.15,0.03,-0.18,0.15,0.19,0.11,-0.09,-0.18,-0.18,-0.39,-0.64,0.09,0.21,0.45,0.17,-0.04,0.07,0.43,0.3,-0.0194,-0.0257,-0.0447,0.0276,0.0476,-0.0704,0.00952,-0.01408,0.68,40.48,27.84
6,AMBUJACEM,04-02-2020,200.75,202.8,210,202.45,207.85,206.8,205.96,3761981,774810401.4,28428,1899878,50.5,206.8,206.9,208.75,205.2,207.5,206.4,207.05,4000586,828324336.3,19840,2257911,56.44,206.4,207.25,209.25,204.55,206.95,207.5,207.08,3569538,739172350.7,19303,1949825,54.62,207.5,207.6,212,207.15,210.35,209.8,210.11,1957283,411252663.1,20083,354169,18.09,209.8,209.8,210.8,206.15,207.8,207.1,207.62,1734578,360128728.7,16148,468924,27.03,212,200.75,NULL,NULL,NULL,0,0,0,0,0,20200204,-0.01,-0.05,-0.01,-0.04,-0.03,-0.03,-0.06,-0.07,0.3,0,-0.01,0.01,0,0,0,0.11,0.11,0.03,0,-0.01,0.01,0,-0.01,0,0.45,0.44,-0.04,0,-0.02,0,-0.01,-0.01,-0.01,0.11,0.12,0.2,0,0,0.02,0.01,0.01,0.01,-0.19,0.14,0.82,-0.32,-0.12,0.03,0.67,-0.49,-0.03,-0.03,-0.03,-0.05,-0.02,-0.02,-0.02,-0.03,0.01,0,-0.01,0,-0.01,-0.01,-0.02,-0.02,0,0,-0.01,0,0,0,-0.01,0,-0.01,-0.01,-0.02,-0.01,-0.06,0.05,0.48,0.54,-0.07,0.05,0.47,0.54,0.3,0.32,0.29,0.43,-0.19,-0.03,0.81,0.75,-0.12,-0.08,0.64,0.46,-0.0019,0.0053,0.0111,-0.0129,0.0164,-0.0129,0.00328,-0.00258,1.27,55.95,56.44
1,ASHOKLEY,01-01-2020,81.5,81.95,81.95,80.8,81,81.05,81.24,7797743,633516451.4,22282,1370056,17.57,81.05,81,84.5,80.8,84.1,84,83.18,22915441,1906188752,74820,5639252,24.61,84,84.25,84.95,82.9,83.7,83.7,83.82,16113767,1350727593,55531,2791972,17.33,83.7,82.55,83.15,79.55,80.4,80.35,80.66,15558034,1254979144,55153,4150245,26.68,80.35,81,82.45,80.6,82.05,82.1,81.58,16134697,1316346326,60387,3663057,22.7,84.95,79.55,83,80,81.35,0.01,-0.01,0.02,0,0,20200101,-0.01,-0.01,0.01,0.01,0.01,0,-1.94,-2.01,-2.36,0,-0.04,0,-0.04,-0.04,-0.03,0.3,0.29,0.26,0,-0.01,0.01,0,0,0,0.03,0.07,0.01,0.01,0.01,0.05,0.04,0.04,0.04,-0.04,-0.05,-0.09,-0.01,-0.03,0,-0.02,-0.02,-0.02,-3.12,0.5,-0.49,0.12,-0.4,0.3,-0.54,0.15,0.01,-0.03,-0.03,0.01,0.01,-0.03,-0.01,0.01,-0.03,-0.04,-0.01,-0.01,0,-0.03,0.02,0,-0.04,-0.03,0.01,-0.01,-0.04,-0.03,0.01,-0.01,-0.02,-0.03,0.01,0,-1.94,-1.07,-1,-1.07,-2.01,-1.13,-0.98,-1.08,-2.36,-1.49,-1.48,-1.71,-3.12,-1.04,-2.03,-1.67,-0.4,0.01,-0.52,-0.29,0.0364,-0.0036,-0.04,0.0218,0.0218,-0.0836,0.00436,-0.01672,0.26,20.63,47.22
2,ASHOKLEY,08-01-2020,82.1,80.3,81.5,80,80.6,80.5,80.59,11813306,952045185.7,40326,2225332,18.84,80.5,81.5,82.8,81.15,82.4,82.45,82.08,18200762,1493864135,40995,6385764,35.09,82.45,82.85,83,81.05,81.25,81.35,81.84,19483444,1594494527,54341,7037043,36.12,81.35,81.85,82.4,81.2,81.75,81.65,81.74,11504002,940311626.6,26691,2990312,25.99,81.65,81.65,81.9,80.8,81.5,81.35,81.36,13478329,1096640715,50439,5449910,40.43,83,80,86.65,80.6,86.3,0.06,-0.01,-0.04,1,0,20200108,0.02,0.01,0.03,0.02,0.02,0.02,-0.54,-0.57,-0.02,-0.01,-0.03,-0.01,-0.02,-0.02,-0.02,-0.07,-0.07,-0.33,0,-0.01,0.02,0.01,0.01,0.01,0.41,0.41,0.51,-0.01,-0.01,0,0,0,0,-0.17,-0.17,-0.89,0,0,0.01,0,0,0,-1.87,-0.1,0.58,-0.82,-0.86,-0.03,0.28,-0.56,0.02,0,0.01,0.01,-0.01,-0.03,-0.02,-0.02,-0.02,-0.02,-0.01,0,-0.01,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,-0.54,-0.65,0.03,-0.14,-0.57,-0.67,0.01,-0.15,-0.02,-0.35,0.34,-0.25,-1.87,-2.16,-0.34,-1.45,-0.86,-0.92,-0.38,-1.15,0.0242,-0.0133,0.0037,-0.0037,0.0037,-0.037,0.00074,-0.0074,0.1,9.09,45
3,ASHOKLEY,15-01-2020,81.35,81.6,82.8,80.6,82.8,82.5,81.57,18973316,1547709259,46890,7141651,37.64,82.5,82.8,84,82.3,83.5,83.55,83.25,17444288,1452278807,46509,4318744,24.76,83.55,83.35,84.75,83.1,84.05,84,84.08,11892599,999922634.4,43249,2099712,17.66,84,84.05,85.95,84,84.55,84.8,84.95,21008247,1784673406,56848,5580457,26.56,84.8,84.2,86.65,83.6,86.15,86.3,85.47,22562935,1928415530,81942,7509341,33.28,86.65,80.6,87.5,84.25,84.65,0.01,-0.05,-0.01,0,0,20200115,0,-0.02,0.01,-0.02,-0.01,0,0.08,0.06,0.01,0,-0.02,0,-0.01,-0.01,-0.01,0.32,0.31,0.07,0,-0.01,0.01,-0.01,-0.01,-0.01,-0.77,-0.78,-0.31,0,-0.02,0,-0.01,-0.01,-0.01,-0.07,-0.08,-0.44,0.01,-0.02,0.01,-0.02,-0.02,-0.01,0.4,0.51,-1.66,-0.35,0.34,0.29,-0.5,-0.25,-0.01,-0.03,-0.03,-0.04,-0.01,-0.02,-0.03,-0.03,-0.01,-0.02,-0.04,-0.05,-0.02,-0.03,-0.04,-0.04,-0.01,-0.02,-0.02,-0.04,-0.01,-0.02,-0.03,-0.05,-0.02,-0.03,-0.04,-0.05,0.08,0.37,-0.11,-0.19,0.06,0.35,-0.15,-0.25,0.01,0.08,-0.21,-0.75,0.4,0.71,0.22,-0.05,0.34,0.53,0.29,0.12,0.0127,0.0054,0.0095,0.0177,0.0326,-0.01,0.00652,-0.002,3.26,76.53,94.21
4,ASHOKLEY,22-01-2020,86.3,86.75,87.25,85,85.75,85.9,86.11,18524416,1595194276,54707,6430415,34.71,85.9,85.6,87,85.6,86.6,86.6,86.43,8669370,749310488.4,28339,1877588,21.66,86.6,86.8,87.5,86.1,86.45,86.5,86.91,8396545,729710706.1,34378,1604996,19.11,86.5,85.8,87,85,85.25,85.4,86.15,9090936,783151231.5,38808,1818308,20,85.4,85.9,86.85,84.25,84.6,84.65,85.56,14793425,1265676842,51079,3947670,26.69,87.5,84.25,85.6,74.8,78,0.01,0.11,0.02,0,0,20200122,-0.01,-0.01,0.02,0.01,0,0,0.53,0.53,0.48,0,-0.01,0,-0.01,-0.01,-0.01,0.03,0.03,-0.21,0,-0.01,0.01,0,0,0,-0.08,-0.07,-0.13,0.01,-0.01,0.02,0.01,0.01,0,-0.63,-0.62,-0.32,-0.01,-0.02,0.01,0.01,0.01,0,0.71,0.15,-0.13,-1.17,0.38,0.12,-0.05,-0.33,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,-0.01,-0.01,0,0.01,-0.01,-0.01,0.01,0.01,-0.01,-0.01,0.01,0.01,0,-0.01,0,0.01,0.53,0.55,0.51,0.2,0.53,0.54,0.51,0.21,0.48,0.37,0.29,0.07,0.71,0.75,0.72,0.39,0.38,0.45,0.42,0.23,0.0081,-0.0012,-0.0127,-0.0088,0,-0.0327,0,-0.00654,0,0,12.31
5,ASHOKLEY,29-01-2020,84.65,85.15,85.6,84.3,84.6,84.6,84.97,7987239,678696216.9,31852,1676590,20.99,84.6,84.55,84.95,82.25,83.25,83.4,83.6,12926430,1080587034,39983,3202049,24.77,83.4,83.7,83.9,81.5,81.95,81.95,82.59,11977376,989264601.1,43975,2330485,19.46,81.95,81.9,83.2,75.65,77.1,77.15,80.28,18780128,1507653503,69989,4964686,26.44,77.15,77,79,74.8,78,78,76.63,29818912,2285045764,78858,8247525,27.66,85.6,74.8,84.45,77.35,82.95,0.08,-0.03,0.01,1,0,20200129,-0.01,-0.01,0,0,0,0,-0.62,-0.59,-0.26,0,0,0.03,0.02,0.01,0.01,0.07,0.08,-0.1,0,-0.01,0.02,0.02,0.02,0.01,-0.57,-0.52,-0.59,0,-0.02,0.08,0.06,0.06,0.02,-0.59,-0.52,-0.13,0,-0.02,0.03,-0.01,-0.01,0.01,-0.91,0.27,-1.13,-0.66,-0.18,0.21,-0.36,-0.05,0,0.01,0.03,0.09,0.01,0.02,0.04,0.1,0.01,0.02,0.03,0.08,0.02,0.03,0.1,0.11,0.02,0.03,0.09,0.08,0.01,0.03,0.09,0.08,0.02,0.03,0.06,0.1,-0.62,-0.5,-1.35,-2.73,-0.59,-0.46,-1.22,-2.37,-0.26,-0.38,-1.2,-1.48,-0.91,-0.39,-1.96,-3.92,-0.18,0.07,-0.26,-0.32,-0.0142,-0.0174,-0.0586,0.011,0.021,-0.076,0.0042,-0.0152,0.28,21.88,29.63
6,ASHOKLEY,04-02-2020,78,78,79.3,77.35,79.05,79,78.41,18338944,1438036035,58102,4802916,26.19,79,79.1,82.3,79.1,80.6,80.35,80.72,23395561,1888536585,75873,5655105,24.17,80.35,80.75,81.9,79.55,81.2,80.95,80.57,20629194,1662046293,53105,5720739,27.73,80.95,81.2,84.05,79.8,83.55,83.75,82.42,29711890,2448919198,80111,6289252,21.17,83.75,83.55,84.45,81.9,83,82.95,83.08,20133624,1672618002,55623,5544578,27.54,84.45,77.35,NULL,NULL,NULL,0,0,0,0,0,20200204,0,-0.02,0.01,-0.01,-0.01,-0.01,-0.28,-0.31,-0.31,0,-0.04,0,-0.02,-0.02,-0.02,0.12,0.12,0.3,0,-0.02,0.01,-0.01,-0.01,0,-0.44,-0.47,-0.51,0,-0.04,0.01,-0.03,-0.03,-0.02,0.32,0.32,0.31,0,-0.01,0.02,0.01,0.01,0.01,-0.18,-0.01,-0.1,0.12,0.08,-0.15,0.24,-0.3,-0.01,-0.03,-0.04,-0.07,-0.01,-0.04,-0.04,-0.07,-0.04,-0.03,-0.06,-0.06,-0.02,-0.03,-0.03,-0.06,-0.02,-0.03,-0.06,-0.05,-0.02,-0.02,-0.06,-0.05,-0.03,-0.03,-0.05,-0.06,-0.28,-0.12,-0.62,-0.1,-0.31,-0.16,-0.7,-0.16,-0.31,0.09,-0.38,0.04,-0.18,-0.19,-0.31,-0.15,0.08,-0.06,0.19,-0.05,0.0171,0.0075,0.0346,-0.0096,0.0421,-0.0296,0.00842,-0.00592,1.42,58.68,78.87
1,ASIANPAINT,01-01-2020,1784.95,1790.2,1802.55,1783.2,1784.25,1793.2,1794.29,397285,712846264.9,15386,79648,20.05,1793.2,1791,1799.9,1783.4,1789.8,1790.65,1791.83,411266,736917175.1,22042,130259,31.67,1790.65,1779.8,1779.8,1747.05,1750,1751.4,1758.01,1318628,2318156816,66172,466498,35.38,1751.4,1737.95,1738,1694,1710,1707.15,1708.88,1871804,3198688795,70558,729821,38.99,1707.15,1711,1740.5,1711,1730.65,1724.4,1729.25,1033650,1787440106,70683,318738,30.84,1802.55,1694,1821.65,1695,1819.15,0.05,0,-0.01,1,0,20200101,0,-0.01,0,0,0,-0.01,-0.04,-0.03,-0.43,0,0,0.01,0,0,0,-2.21,-2.15,-2,0.01,0.01,0.02,0.02,0.02,0.02,-0.42,-0.38,-0.07,0.01,0.01,0.03,0.02,0.03,0.02,0.45,0.44,0,0,-0.02,0,-0.01,-0.01,-0.01,-0.64,-2.58,-0.56,0.56,-0.58,-0.12,-0.1,0.21,0,0,0.02,0.04,0,0.01,0.03,0.04,0,0.01,0.04,0.03,0,0.02,0.05,0.04,0,0.02,0.04,0.03,0,0.02,0.05,0.04,0,0.02,0.05,0.04,-0.04,-2.32,-3.71,-1.6,-0.03,-2.25,-3.49,-1.51,-0.43,-3.3,-3.59,-3.59,-0.64,-4.86,-8.16,-3,-0.58,-0.76,-0.94,-0.54,-0.0014,-0.0219,-0.0253,0.0101,0.0101,-0.0472,0.00202,-0.00944,0.21,17.36,28.01
2,ASIANPAINT,08-01-2020,1724.4,1696,1736,1695,1732.6,1728.8,1716.72,1006057,1727117748,45401,286023,28.43,1728.8,1763,1775,1741,1767.35,1772.55,1758.07,1781733,3132410684,72574,1003861,56.34,1772.55,1772,1797.3,1760,1793.3,1792.55,1783.77,1256612,2241507018,44862,623304,49.6,1792.55,1799,1807.95,1794.35,1804,1804.9,1801.41,823821,1484038699,38516,329761,40.03,1804.9,1805,1821.65,1804.8,1819,1819.15,1816.62,775629,1409023304,37999,339481,43.77,1821.65,1695,1862.25,1793.85,1810.75,0.02,-0.06,-0.02,0,0,20200108,0.02,-0.01,0.02,0,0,0,-0.77,-0.81,-0.6,-0.02,-0.03,-0.01,-0.02,-0.03,-0.02,0.29,0.28,0.38,0,-0.01,0.01,-0.01,-0.01,-0.01,0.34,0.34,0.14,0,-0.01,0,-0.01,-0.01,0,0.06,0.05,0.01,0,-0.01,0,-0.01,-0.01,-0.01,-2.51,0.38,0.47,-0.03,-0.98,0.12,0.19,-0.09,0,-0.03,-0.04,-0.05,-0.04,-0.04,-0.06,-0.06,-0.02,-0.04,-0.04,-0.05,-0.03,-0.04,-0.06,-0.06,-0.02,-0.04,-0.04,-0.05,-0.03,-0.04,-0.04,-0.05,-0.02,-0.04,-0.05,-0.06,-0.77,-0.25,0.18,0.23,-0.81,-0.3,0.14,0.18,-0.6,0.01,0.15,0.16,-2.51,-1.18,-0.15,-0.19,-0.98,-0.74,-0.41,-0.54,0.0253,0.0113,0.0069,0.0079,0.0261,-0.03,0.00522,-0.006,0.87,46.52,98.03
3,ASIANPAINT,15-01-2020,1819.15,1817.5,1845,1810.1,1839.8,1842.25,1829.41,1252925,2292114309,49053,413218,32.98,1842.25,1835.95,1848,1828.75,1838.9,1835.15,1836.46,1031569,1894437205,55042,581521,56.37,1835.15,1835.6,1838.9,1815,1836,1830.05,1826.78,862204,1575058915,44885,411022,47.67,1830.05,1838,1862.25,1833.6,1847.5,1848.75,1851.25,1091453,2020549413,60609,346819,31.78,1848.75,1839.95,1842.55,1793.85,1809,1810.75,1810.96,2101561,3805838776,79182,657762,31.3,1862.25,1793.85,1818.7,1757.1,1779.1,0,0.02,0.02,0,0,20200115,0,-0.01,0,-0.01,-0.01,-0.01,0.18,0.17,-0.12,0,0,0.01,0,0,0,0.16,0.17,0.18,0,0,0.01,0,0,0,-0.27,-0.28,-0.35,0,-0.02,0,-0.01,-0.01,-0.01,-0.93,-0.88,-0.31,0,0,0.03,0.02,0.02,0.02,-0.41,0.29,0.16,-0.9,-0.71,0.15,0.33,0.02,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,0,0,-0.01,0,-0.01,0,-0.01,0.01,0,0,0,0.02,0,0.01,0,0.02,0,0,-0.01,0.01,0.18,0.31,0.13,-0.68,0.17,0.31,0.12,-0.66,-0.12,0.08,-0.24,-0.61,-0.41,0.01,0.16,-0.59,-0.71,-0.45,0.04,0.05,-0.0039,-0.0028,0.0102,-0.0206,0.0102,-0.0234,0.00204,-0.00468,0.44,30.56,24.71
4,ASIANPAINT,22-01-2020,1810.75,1815,1818.7,1766.85,1773.2,1779.25,1791.56,3415306,6118736747,118628,816114,23.9,1779.25,1779,1789,1757.1,1778.1,1776.1,1769.08,1885275,3335210412,84213,900798,47.78,1776.1,1783.65,1799.9,1780.25,1791.4,1786.8,1791.35,1195596,2141728954,48875,453815,37.96,1786.8,1787,1805.75,1780,1790,1788.35,1793.25,969054,1737752481,46103,254554,26.27,1788.35,1794,1794,1773,1780,1779.1,1780.07,873291,1554522885,55125,400185,45.82,1818.7,1757.1,1872.9,1747,1867.65,0.05,0.01,-0.03,0,0,20200122,0,0,0.02,0.02,0.02,0.01,0.45,0.45,0.29,0,-0.01,0.01,0,0,0.01,0.37,0.36,0.42,0,-0.01,0,-0.01,-0.01,-0.01,0.19,0.19,0.06,0,-0.01,0,0,0,0,0.1,0.11,-0.2,0,0,0.01,0,0.01,0,-0.1,0.5,0.44,-0.57,-1,0.21,0.31,-0.74,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,-0.01,-0.01,0,0,-0.01,-0.01,0,0,0,-0.01,0,0.01,0,0,0.01,0.45,0.65,0.72,0.74,0.45,0.65,0.72,0.75,0.29,0.59,0.61,0.54,-0.1,0.44,0.69,0.51,-1,-0.59,-0.1,-0.92,-0.0018,0.006,0.0009,-0.0052,0.0069,-0.0052,0.00138,-0.00104,1.33,57.08,35.71
